id,member_id,loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,title,dti,delinq_2yrs,inq_last_6mths,out_prncp,cusip,per_paid,int_rate2,loan_quality,response,topk,loan_amnt_score,term_score,int_rate2_score,grade_score,emp_length_score,home_ownership_score,annual_inc_score,verification_status_score,purpose_score,dti_score,delinq_2yrs_score,inq_last_6mths_score,per_paid_score,score_sum,pred_score,pred_lq
839976,1050264,20050, 60 months,17.49%,D,10+ years,MORTGAGE,85000,VERIFIED - income,Current,debt_consolidation,LendingClub Loan,16.48,0,0,5100.36,50433LCB8,0.254382045,17.49,0,0.278842946,per_paid_score;int_rate2_score;grade_score;verification_status_score;annual_inc_score,0,0,17,1,-2,-2,0,0,0,3,0,0,60,4.158890962,600,0.278842946
33140389,35783621,15000, 36 months,7.12%,A,10+ years,MORTGAGE,100500,VERIFIED - income source,Current,home_improvement,Home improvement,28.39,0,2,11148.48,50433LCB8,0.743232,7.12,0,0.004417008,per_paid_score;dti_score;purpose_score;inq_last_6mths_score;annual_inc_score,0,0,-20,-6,-2,-2,0,0,1,3,0,1,14,0.959744068,515,0.004417008
38495419,41289196,6000, 36 months,12.39%,C,9 years,MORTGAGE,40000,not verified,Current,major_purchase,Major purchase,29.58,0,0,4851.45,50433LCB8,0.808575,12.39,0,0.019542791,per_paid_score;purpose_score;grade_score;dti_score;emp_length_score,1,0,-1,3,2,-2,0,0,6,3,0,0,8,1.119701413,546,0.019542791
7071655,8733294,14825, 36 months,18.85%,D,< 1 year,RENT,52000,VERIFIED - income,Charged Off,debt_consolidation,nodebt,4.87,0,0,0,50433LCB8,0,18.85,1,0.730851738,per_paid_score;int_rate2_score;emp_length_score;home_ownership_score;grade_score,0,0,21,1,3,3,0,0,0,3,0,0,84,5.971740869,636,0.730851738
10167767,12019519,25000, 60 months,15.61%,C,7 years,MORTGAGE,120000,VERIFIED - income source,Current,major_purchase,Personal Loan1,11.05,0,3,18705.74,50433LCB8,0.7482296,15.61,0,0.032834331,per_paid_score;int_rate2_score;purpose_score;grade_score;inq_last_6mths_score,-1,0,10,3,-2,-2,0,0,6,3,0,2,13,1.812849907,554,0.032834331
52838871,56338621,9500, 36 months,7.89%,A,10+ years,MORTGAGE,90000,not verified,Current,debt_consolidation,Debt consolidation,16.22,0,1,8791.09,50433LCB8,0.925377895,7.89,0,0.00159412,loan_amnt_score;inq_last_6mths_score;annual_inc_score;term_score;verification_status_score,1,0,-17,-6,-2,-2,0,0,0,3,0,0,-4,0.053319115,496,0.00159412
6524821,8076963,13600, 36 months,15.88%,C,< 1 year,RENT,40000,not verified,Current,debt_consolidation,consolidation,10.2,0,0,4841.88,50433LCB8,0.356020588,15.88,0,0.226997078,per_paid_score;int_rate2_score;emp_length_score;home_ownership_score;grade_score,0,0,11,3,3,3,0,0,0,3,0,0,50,3.732338043,595,0.226997078
35783370,38478798,10850, 36 months,15.59%,D,10+ years,RENT,40000,not verified,Current,other,Other,21.9,0,0,8322.64,50433LCB8,0.767063594,15.59,0,0.02608341,per_paid_score;int_rate2_score;home_ownership_score;grade_score;dti_score,0,0,10,1,-2,3,0,0,-2,3,0,0,11,1.386296987,549,0.02608341
30756330,33309554,2850, 36 months,18.99%,E,1 year,RENT,45000,VERIFIED - income,Charged Off,debt_consolidation,Debt consolidation,32.13,0,0,0,50433LCB8,0,18.99,1,0.809733203,per_paid_score;int_rate2_score;emp_length_score;home_ownership_score;dti_score,1,0,22,0,4,3,0,0,0,3,0,0,84,6.185017329,644,0.809733203
14287947,16340342,10000, 60 months,14.99%,C,10+ years,MORTGAGE,104000,not verified,Current,debt_consolidation,Debt consolidation,14.05,0,0,8013.5,50433LCB8,0.80135,14.99,0,0.016571826,per_paid_score;int_rate2_score;grade_score;loan_amnt_score;annual_inc_score,1,0,8,3,-2,-2,0,0,0,3,0,0,8,1.066382298,542,0.016571826
46376397,49514125,15000, 36 months,13.33%,C,10+ years,MORTGAGE,168000,VERIFIED - income source,Current,home_improvement,Home improvement,12.96,0,0,13255.8,50433LCB8,0.88372,13.33,0,0.008582951,grade_score;int_rate2_score;purpose_score;annual_inc_score;per_paid_score,0,0,2,3,-2,-2,1,0,1,3,0,0,0,0.373233804,529,0.008582951
30936041,33499208,9075, 36 months,13.98%,C,< 1 year,MORTGAGE,24000,VERIFIED - income source,Current,credit_card,Credit card refinancing,31.1,0,0,6691.46,50433LCB8,0.737350964,13.98,0,0.027863592,per_paid_score;int_rate2_score;emp_length_score;dti_score;grade_score,1,0,4,3,3,-2,0,0,-1,3,0,0,14,1.439616102,552,0.027863592
13055850,15088051,26300, 60 months,19.99%,E,7 years,MORTGAGE,104000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,14.8,0,0,21267.41,50433LCB8,0.808646768,19.99,0,0.032157616,int_rate2_score;per_paid_score;grade_score;annual_inc_score;term_score,-1,0,26,0,-2,-2,0,0,0,3,0,0,8,1.812849907,555,0.032157616
6308089,7839631,13250, 36 months,18.25%,D,< 1 year,RENT,40000,VERIFIED - income,Charged Off,other,vacation and personal loan,8.73,0,0,0,50433LCB8,0,18.25,1,0.701325616,per_paid_score;int_rate2_score;emp_length_score;home_ownership_score;grade_score,0,0,19,1,3,3,0,0,-2,3,0,0,84,5.865102639,633,0.701325616
41101782,43977641,8000, 36 months,9.99%,B,5 years,MORTGAGE,46000,not verified,Current,credit_card,Credit card refinancing,19.05,0,1,6826.82,50433LCB8,0.8533525,9.99,0,0.005409606,per_paid_score;loan_amnt_score;grade_score;emp_length_score;inq_last_6mths_score,1,0,-10,1,1,-2,0,0,-1,3,0,0,3,0.319914689,520,0.005409606
13286910,15329130,14000, 36 months,10.99%,B,< 1 year,RENT,110000,VERIFIED - income source,Current,credit_card,Credit card refinancing,12.61,0,0,7968.59,50433LCB8,0.569185,10.99,0,0.035500078,per_paid_score;emp_length_score;home_ownership_score;grade_score;annual_inc_score,0,0,-6,1,3,3,0,0,-1,3,0,0,30,1.972807251,555,0.035500078
41880387,44837104,22000, 60 months,13.33%,C,10+ years,RENT,45000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,12.13,0,0,20396.54,50433LCB8,0.927115455,13.33,0,0.007825611,home_ownership_score;grade_score;int_rate2_score;verification_status_score;term_score,-1,0,2,3,-2,3,0,0,0,3,0,0,-4,0.426552919,526,0.007825611
30095129,32638297,14000, 36 months,10.49%,B,10+ years,MORTGAGE,120000,VERIFIED - income,Current,credit_card,Credit card refinancing,16.8,0,0,10540.21,50433LCB8,0.752872143,10.49,0,0.008264169,per_paid_score;grade_score;annual_inc_score;verification_status_score;loan_amnt_score,0,0,-8,1,-2,-2,0,0,-1,3,0,0,13,0.746467609,527,0.008264169
32068729,34671935,11250, 36 months,13.35%,C,6 years,MORTGAGE,74000,not verified,Current,debt_consolidation,Debt consolidation,32.1,2,2,8274.3,50433LCB8,0.735493333,13.35,0,0.025804426,per_paid_score;dti_score;grade_score;int_rate2_score;inq_last_6mths_score,0,0,2,3,0,-2,0,0,0,3,0,1,14,1.226339643,548,0.025804426
49207447,52516160,11200, 60 months,13.99%,C,7 years,RENT,80000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,6.5,0,0,10670.93,50433LCB8,0.952761607,13.99,0,0.007746863,int_rate2_score;home_ownership_score;grade_score;loan_amnt_score;verification_status_score,0,0,4,3,-2,3,0,0,0,3,0,0,-6,0.533191149,526,0.007746863
12264934,14257084,20000, 60 months,14.16%,C,3 years,MORTGAGE,90000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,16.24,2,0,15396.91,50433LCB8,0.7698455,14.16,0,0.015780758,per_paid_score;int_rate2_score;grade_score;delinq_2yrs_score;annual_inc_score,0,0,5,3,-2,-2,0,0,0,3,0,0,11,1.013063183,541,0.015780758
36049398,38761023,15550, 60 months,18.54%,E,10+ years,OWN,80000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,7.85,1,4,14025.36,50433LCB8,0.901952412,18.54,0,0.019667455,int_rate2_score;inq_last_6mths_score;grade_score;verification_status_score;delinq_2yrs_score,0,0,20,0,-2,-1,0,0,0,3,0,3,-1,1.226339643,543,0.019667455
38252289,41036062,30000, 60 months,14.31%,C,10+ years,OWN,105000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,12.56,0,0,27120.93,50433LCB8,0.904031,14.31,0,0.008301574,int_rate2_score;grade_score;verification_status_score;annual_inc_score;term_score,-1,0,5,3,-2,-1,0,0,0,3,0,0,-2,0.426552919,527,0.008301574
51135690,54545413,7850, 36 months,8.18%,B,1 year,RENT,38000,VERIFIED - income source,Current,credit_card,Credit card refinancing,19.17,2,0,7266.62,50433LCB8,0.925684076,8.18,0,0.004230829,emp_length_score;home_ownership_score;loan_amnt_score;grade_score;delinq_2yrs_score,1,0,-16,1,4,3,0,0,-1,3,0,0,-4,0.479872034,515,0.004230829
44439492,47487222,12000, 36 months,9.99%,B,10+ years,RENT,83714,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,16.08,0,2,10539.64,50433LCB8,0.878303333,9.99,0,0.005742505,home_ownership_score;inq_last_6mths_score;per_paid_score;grade_score;loan_amnt_score,0,0,-10,1,-2,3,0,0,0,3,0,1,1,0.319914689,520,0.005742505
14668525,16730867,19800, 60 months,21.99%,E,10+ years,RENT,53750,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,24.38,0,0,16170.27,50433LCB8,0.816680303,21.99,0,0.066580114,int_rate2_score;per_paid_score;home_ownership_score;dti_score;grade_score,0,0,33,0,-2,3,0,0,0,3,0,0,7,2.346041056,569,0.066580114
15619985,17712429,15000, 36 months,12.99%,C,10+ years,MORTGAGE,90000,not verified,Current,debt_consolidation,Debt consolidation,16.53,0,0,11016.42,50433LCB8,0.734428,12.99,0,0.015822649,per_paid_score;grade_score;int_rate2_score;annual_inc_score;loan_amnt_score,0,0,1,3,-2,-2,0,0,0,3,0,0,15,1.013063183,541,0.015822649
801290,1006855,5500, 60 months,15.99%,D,10+ years,RENT,51000,not verified,Current,debt_consolidation,Second Loan,17.95,1,0,1248.49,50433LCB8,0.226998182,15.99,0,0.324087335,per_paid_score;int_rate2_score;home_ownership_score;grade_score;loan_amnt_score,1,0,11,1,-2,3,0,0,0,3,0,0,63,4.212210077,604,0.324087335
41053109,43929011,15000, 36 months,13.99%,C,4 years,OWN,75000,not verified,Current,medical,Medical expenses,17.01,0,0,12551.62,50433LCB8,0.836774667,13.99,0,0.02116677,per_paid_score;purpose_score;int_rate2_score;emp_length_score;grade_score,0,0,4,3,4,-1,0,0,5,3,0,0,5,1.119701413,547,0.02116677
3630899,4583592,35000, 60 months,19.72%,D,10+ years,MORTGAGE,230000,VERIFIED - income,Current,debt_consolidation,Debt Consolidation 2013,12.03,0,1,21695.1,50433LCB8,0.61986,19.72,0,0.083837367,per_paid_score;int_rate2_score;annual_inc_score;grade_score;inq_last_6mths_score,-2,0,25,1,-2,-2,1,0,0,3,0,0,25,2.772593975,571,0.083837367
9434613,11266760,22000, 60 months,15.61%,C,< 1 year,MORTGAGE,49000,VERIFIED - income,Current,debt_consolidation,A New Begining - Debt Consolidation,9.87,0,1,14882.89,50433LCB8,0.676495,15.61,0,0.04075846,per_paid_score;int_rate2_score;emp_length_score;grade_score;inq_last_6mths_score,-1,0,10,3,3,-2,0,0,0,3,0,0,20,1.919488136,558,0.04075846
48040314,51280032,18425, 36 months,20.49%,E,2 years,OWN,44000,VERIFIED - income,Current,home_improvement,Home improvement,8.7,0,3,16755.23,50433LCB8,0.909374763,20.49,0,0.028181401,int_rate2_score;inq_last_6mths_score;purpose_score;grade_score;verification_status_score,0,0,27,0,-1,-1,0,0,1,3,0,2,-2,1.599573447,551,0.028181401
50505674,53885400,24000, 60 months,19.99%,E,9 years,OWN,68000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,28.8,0,1,23280.39,50433LCB8,0.97001625,19.99,0,0.023983781,int_rate2_score;dti_score;emp_length_score;inq_last_6mths_score;grade_score,-1,0,26,0,2,-1,0,0,0,3,0,0,-8,1.599573447,547,0.023983781
34463297,37126638,20000, 36 months,7.49%,A,10+ years,RENT,98000,VERIFIED - income source,Current,credit_card,Credit card refinancing,13.94,0,0,14885.93,50433LCB8,0.7442965,7.49,0,0.00419383,per_paid_score;home_ownership_score;annual_inc_score;term_score;delinq_2yrs_score,0,0,-19,-6,-2,3,0,0,-1,3,0,0,14,0.906424953,515,0.00419383
34904031,37587338,6000, 36 months,12.39%,C,n/a,OWN,33000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,26.87,0,0,4701.14,50433LCB8,0.783523333,12.39,0,0.016622201,per_paid_score;grade_score;emp_length_score;dti_score;loan_amnt_score,1,0,-1,3,2,-1,0,0,0,3,0,0,10,0.959744068,543,0.016622201
6308173,7839715,16800, 36 months,6.03%,A,10+ years,MORTGAGE,40000,not verified,Current,debt_consolidation,Debt Consolidation,18.38,0,0,4975.04,50433LCB8,0.296133333,6.03,0,0.024201266,per_paid_score;term_score;verification_status_score;purpose_score;delinq_2yrs_score,0,0,-24,-6,-2,-2,0,0,0,3,0,0,56,2.985870435,549,0.024201266
22471987,24794879,11000, 60 months,15.61%,D,4 years,RENT,30000,VERIFIED - income source,Current,credit_card,Credit card refinancing,23.68,0,0,9282.17,50433LCB8,0.843833636,15.61,0,0.026162214,int_rate2_score;per_paid_score;emp_length_score;home_ownership_score;grade_score,0,0,10,1,4,3,0,0,-1,3,0,0,4,1.173020528,549,0.026162214
23925200,26297887,22450, 36 months,12.99%,C,1 year,MORTGAGE,49000,VERIFIED - income,Current,credit_card,Credit card refinancing,21,0,0,13026.24,50433LCB8,0.580233408,12.99,0,0.045889766,per_paid_score;emp_length_score;grade_score;int_rate2_score;dti_score,-1,0,1,3,4,-2,0,0,-1,3,0,0,29,1.972807251,560,0.045889766
23885097,26257809,20000, 36 months,11.67%,B,< 1 year,MORTGAGE,60000,VERIFIED - income source,Charged Off,debt_consolidation,Debt consolidation,26.7,1,0,0,50433LCB8,0,11.67,1,0.392779287,per_paid_score;emp_length_score;dti_score;grade_score;delinq_2yrs_score,0,0,-4,1,3,-2,0,0,0,3,0,0,84,4.798720341,611,0.392779287
662135,846769,25000, 60 months,16.02%,D,8 years,RENT,70000,VERIFIED - income,Charged Off,debt_consolidation,credit cards,24.62,0,1,0,50433LCB8,0,16.02,1,0.619722439,per_paid_score;int_rate2_score;home_ownership_score;dti_score;grade_score,-1,0,11,1,-1,3,0,0,0,3,0,0,84,5.33191149,625,0.619722439
46747568,49895475,35000, 36 months,7.89%,A,10+ years,MORTGAGE,107000,VERIFIED - income,Current,credit_card,Credit card refinancing,20.29,0,0,31506.23,50433LCB8,0.900178,7.89,0,0.001592346,verification_status_score;annual_inc_score;dti_score;term_score;delinq_2yrs_score,-2,0,-17,-6,-2,-2,0,0,-1,3,0,0,-1,0,496,0.001592346
12498068,14510180,17000, 36 months,8.90%,A,10+ years,MORTGAGE,135000,VERIFIED - income source,Charged Off,debt_consolidation,Debt consolidation,12.03,2,2,0,50433LCB8,0,8.9,1,0.169744393,per_paid_score;inq_last_6mths_score;annual_inc_score;delinq_2yrs_score;term_score,0,0,-14,-6,-2,-2,1,0,0,3,0,1,84,4.585443882,587,0.169744393
4296465,5468782,11000, 36 months,15.80%,C,1 year,RENT,65000,VERIFIED - income,Current,debt_consolidation,Debt Break-Free Loan,26.4,1,0,2473.2,50433LCB8,0.224836364,15.8,0,0.437733178,per_paid_score;int_rate2_score;emp_length_score;home_ownership_score;grade_score,0,0,11,3,4,3,0,0,0,3,0,0,63,4.478805652,613,0.437733178
43995840,47012568,26575, 60 months,24.99%,F,10+ years,MORTGAGE,110000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,29.74,0,1,25394.67,50433LCB8,0.955584948,24.99,0,0.038886706,int_rate2_score;dti_score;inq_last_6mths_score;annual_inc_score;verification_status_score,-1,0,43,-5,-2,-2,0,0,0,3,0,0,-6,2.399360171,556,0.038886706
46388723,49526539,5500, 36 months,13.33%,C,2 years,MORTGAGE,30000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,25.16,2,0,4860.43,50433LCB8,0.883714545,13.33,0,0.00959189,grade_score;int_rate2_score;dti_score;loan_amnt_score;per_paid_score,1,0,2,3,-1,-2,0,0,0,3,0,0,0,0.373233804,531,0.00959189
7864731,9586877,15000, 60 months,23.10%,E,10+ years,MORTGAGE,53000,VERIFIED - income,In Grace Period,credit_card,Take 2,25.34,0,2,11346.1,50433LCB8,0.756406667,23.1,0,0.092220721,int_rate2_score;per_paid_score;dti_score;inq_last_6mths_score;grade_score,0,0,37,0,-2,-2,0,0,-1,3,0,1,12,2.71927486,573,0.092220721
9845172,11697250,6000, 36 months,14.98%,C,n/a,OWN,48000,VERIFIED - income,Current,other,Other,19.55,0,1,2829.12,50433LCB8,0.47152,14.98,0,0.105473121,per_paid_score;int_rate2_score;grade_score;emp_length_score;loan_amnt_score,1,0,8,3,2,-1,0,0,-2,3,0,0,39,2.82591309,577,0.105473121
15440477,17512910,21600, 36 months,7.90%,A,< 1 year,MORTGAGE,75000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,24.05,0,1,12626.45,50433LCB8,0.58455787,7.9,0,0.011940711,per_paid_score;emp_length_score;dti_score;inq_last_6mths_score;verification_status_score,-1,0,-17,-6,3,-2,0,0,0,3,0,0,29,1.759530792,534,0.011940711
46612130,49759915,30000, 36 months,6.92%,A,4 years,MORTGAGE,115000,VERIFIED - income,Current,credit_card,Credit card refinancing,14.33,0,0,26195.27,50433LCB8,0.873175667,6.92,0,0.001993035,emp_length_score;per_paid_score;annual_inc_score;verification_status_score;term_score,-1,0,-21,-6,4,-2,0,0,-1,3,0,0,1,0.266595575,500,0.001993035
50840090,54219837,5000, 36 months,17.57%,D,4 years,MORTGAGE,29500,VERIFIED - income,Current,debt_consolidation,Debt consolidation,13.91,0,1,4675.85,50433LCB8,0.93517,17.57,0,0.018055258,int_rate2_score;emp_length_score;grade_score;loan_amnt_score;inq_last_6mths_score,1,0,17,1,4,-2,0,0,0,3,0,0,-4,1.226339643,543,0.018055258
34964280,37637582,9000, 36 months,13.66%,C,7 years,MORTGAGE,60000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,5.78,3,0,6855.74,50433LCB8,0.761748889,13.66,0,0.014156618,per_paid_score;int_rate2_score;grade_score;loan_amnt_score;delinq_2yrs_score,1,0,3,3,-2,-2,0,0,0,3,1,0,12,1.066382298,540,0.014156618
17222642,19355186,8750, 60 months,20.99%,E,1 year,RENT,35000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,16.53,0,0,6852.2,50433LCB8,0.783108571,20.99,0,0.084788229,int_rate2_score;per_paid_score;emp_length_score;home_ownership_score;loan_amnt_score,1,0,29,0,4,3,0,0,0,3,0,0,10,2.5059984,573,0.084788229
821256,1029585,15000, 60 months,17.49%,D,4 years,RENT,62500,VERIFIED - income,Current,debt_consolidation,Pay off higher rate credit cards,22.33,0,0,3831.75,50433LCB8,0.25545,17.49,0,0.434335122,per_paid_score;int_rate2_score;emp_length_score;home_ownership_score;grade_score,0,0,17,1,4,3,0,0,0,3,0,0,60,4.532124767,613,0.434335122
44807591,47885420,14000, 60 months,17.86%,D,9 years,MORTGAGE,95000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,12.14,0,0,13247.52,50433LCB8,0.946251429,17.86,0,0.014703801,int_rate2_score;emp_length_score;grade_score;annual_inc_score;loan_amnt_score,0,0,18,1,2,-2,0,0,0,3,0,0,-6,1.119701413,538,0.014703801
6785021,8407171,10000, 36 months,7.62%,A,10+ years,MORTGAGE,60000,not verified,Current,debt_consolidation,Debt Consolidation,22.46,0,0,3300.49,50433LCB8,0.330049,7.62,0,0.030149485,per_paid_score;dti_score;loan_amnt_score;term_score;verification_status_score,1,0,-18,-6,-2,-2,0,0,0,3,0,0,53,2.93255132,554,0.030149485
51296506,54706232,7825, 36 months,12.29%,C,10+ years,OWN,36819,VERIFIED - income source,Current,credit_card,Credit card refinancing,22.23,2,0,7276.88,50433LCB8,0.929952716,12.29,0,0.005923459,grade_score;loan_amnt_score;dti_score;delinq_2yrs_score;term_score,1,0,-2,3,-2,-1,0,0,-1,3,0,0,-4,0.266595575,522,0.005923459
5416281,6788510,5600, 36 months,15.80%,C,7 years,RENT,1.00E+05,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,13.37,0,2,1657.65,50433LCB8,0.296008929,15.8,0,0.266864456,per_paid_score;int_rate2_score;home_ownership_score;grade_score;inq_last_6mths_score,1,0,11,3,-2,3,0,0,0,3,0,1,56,3.945614503,599,0.266864456
1554950,1821411,25000, 36 months,8.90%,A,10+ years,RENT,81700,VERIFIED - income,Current,debt_consolidation,2012 Consolidation Loan,12.57,0,0,800.44,50433LCB8,0.0320176,8.9,0,0.166483262,per_paid_score;home_ownership_score;verification_status_score;annual_inc_score;term_score,-1,0,-14,-6,-2,3,0,0,0,3,0,0,81,4.478805652,586,0.166483262
10065216,11917336,6000, 36 months,11.99%,B,8 years,OWN,55100,not verified,Current,debt_consolidation,IRS,11.11,0,0,2762.84,50433LCB8,0.460473333,11.99,0,0.04747617,per_paid_score;loan_amnt_score;grade_score;term_score;verification_status_score,1,0,-3,1,-1,-1,0,0,0,3,0,0,40,2.239402826,562,0.04747617
29744543,32287733,6000, 36 months,12.99%,C,3 years,RENT,70000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,5.93,0,0,4406.52,50433LCB8,0.73442,12.99,0,0.018399694,per_paid_score;home_ownership_score;grade_score;loan_amnt_score;int_rate2_score,1,0,1,3,-2,3,0,0,0,3,0,0,15,1.226339643,545,0.018399694
17814986,19947461,20000, 36 months,11.67%,B,7 years,RENT,45000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,13.15,0,0,12503.22,50433LCB8,0.625161,11.67,0,0.022770716,per_paid_score;home_ownership_score;grade_score;term_score;purpose_score,0,0,-4,1,-2,3,0,0,0,3,0,0,25,1.546254332,549,0.022770716
8556589,10308654,13800, 60 months,13.67%,B,10+ years,MORTGAGE,57000,VERIFIED - income,Current,debt_consolidation,C.C. Consolidation,14.5,0,1,9786.8,50433LCB8,0.709188406,13.67,0,0.01884266,per_paid_score;int_rate2_score;grade_score;inq_last_6mths_score;verification_status_score,0,0,3,1,-2,-2,0,0,0,3,0,0,17,1.119701413,543,0.01884266
12646957,14649112,16500, 60 months,14.64%,C,10+ years,RENT,94000,VERIFIED - income source,Current,credit_card,Credit card refinancing,20.95,0,1,12738.57,50433LCB8,0.772034545,14.64,0,0.025247171,per_paid_score;int_rate2_score;home_ownership_score;grade_score;dti_score,0,0,7,3,-2,3,0,0,-1,3,0,0,11,1.279658758,548,0.025247171
43429621,46456350,15000, 60 months,18.25%,E,9 years,OWN,42000,VERIFIED - income source,Current,major_purchase,Major purchase,17.83,0,0,14201.97,50433LCB8,0.946798,18.25,0,0.022275727,int_rate2_score;purpose_score;emp_length_score;grade_score;term_score,0,0,19,0,2,-1,0,0,6,3,0,0,-6,1.439616102,547,0.022275727
6320945,7852171,16000, 60 months,14.33%,C,10+ years,MORTGAGE,80000,VERIFIED - income,Current,debt_consolidation,debt consolidaton,18.71,1,2,10677.83,50433LCB8,0.667364375,14.33,0,0.032354721,per_paid_score;int_rate2_score;grade_score;inq_last_6mths_score;verification_status_score,0,0,5,3,-2,-2,0,0,0,3,0,1,21,1.599573447,553,0.032354721
29754681,32277890,14000, 36 months,8.39%,A,10+ years,MORTGAGE,1.00E+05,VERIFIED - income,Current,debt_consolidation,Debt consolidation,4.52,1,1,10088.23,90133LCB1,0.720587857,8.39,0,0.004291282,per_paid_score;inq_last_6mths_score;verification_status_score;annual_inc_score;delinq_2yrs_score,0,0,-16,-6,-2,-2,0,0,0,3,0,0,16,0.853105838,514,0.004291282
2838212,3420803,20000, 60 months,21.98%,E,10+ years,MORTGAGE,62000,VERIFIED - income source,Charged Off,credit_card,Credit card refinancing,24.74,0,2,0,90133LCB1,0,21.98,1,0.779916906,per_paid_score;int_rate2_score;dti_score;inq_last_6mths_score;grade_score,0,0,33,0,-2,-2,0,0,-1,3,0,1,84,6.344974673,641,0.779916906
44513732,47581476,20000, 36 months,10.99%,B,4 years,OWN,90000,VERIFIED - income,Current,home_improvement,Home improvement,30.12,0,1,17598.85,90133LCB1,0.8799425,10.99,0,0.00904772,emp_length_score;dti_score;purpose_score;per_paid_score;grade_score,0,0,-6,1,4,-1,0,0,1,3,0,0,1,0.533191149,530,0.00904772
41196982,44103735,14000, 60 months,18.25%,E,10+ years,MORTGAGE,165000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,9.6,1,2,12941.14,90133LCB1,0.924367143,18.25,0,0.015177054,int_rate2_score;inq_last_6mths_score;annual_inc_score;grade_score;delinq_2yrs_score,0,0,19,0,-2,-2,1,0,0,3,0,1,-3,1.119701413,539,0.015177054
15529861,17622311,20000, 36 months,12.49%,B,7 years,MORTGAGE,130000,not verified,Current,credit_card,Credit card refinancing,21.96,2,1,12022.51,90133LCB1,0.6011255,12.49,0,0.027405696,per_paid_score;grade_score;dti_score;annual_inc_score;inq_last_6mths_score,0,0,-1,1,-2,-2,1,0,-1,3,0,0,27,1.599573447,551,0.027405696
36990195,39742915,17650, 60 months,11.44%,B,10+ years,RENT,87250,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,14.09,0,0,15598.62,90133LCB1,0.883774504,11.44,0,0.006387769,home_ownership_score;grade_score;per_paid_score;annual_inc_score;term_score,0,0,-5,1,-2,3,0,0,0,3,0,0,0,0.21327646,523,0.006387769
5614871,6997049,6000, 36 months,6.03%,A,2 years,MORTGAGE,63000,VERIFIED - income,Current,home_improvement,Pool Liner,19.94,0,0,1777.36,90133LCB1,0.296226667,6.03,0,0.030238754,per_paid_score;purpose_score;loan_amnt_score;verification_status_score;dti_score,1,0,-24,-6,-1,-2,0,0,1,3,0,0,56,3.092508664,552,0.030238754
12946255,14978449,8000, 36 months,12.99%,B,4 years,MORTGAGE,48000,VERIFIED - income source,Charged Off,debt_consolidation,Debt consolidation,12.95,0,0,0,90133LCB1,0,12.99,1,0.43679074,per_paid_score;emp_length_score;int_rate2_score;loan_amnt_score;grade_score,1,0,1,1,4,-2,0,0,0,3,0,0,84,4.852039456,615,0.43679074
42414884,45381653,8000, 36 months,7.89%,A,3 years,RENT,77900,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,14.55,0,0,6794.19,90133LCB1,0.84927375,7.89,0,0.002808374,per_paid_score;home_ownership_score;loan_amnt_score;annual_inc_score;term_score,1,0,-17,-6,-2,3,0,0,0,3,0,0,4,0.426552919,509,0.002808374
11645582,13617731,28000, 36 months,13.65%,C,10+ years,MORTGAGE,80000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,14.13,0,0,16188.16,90133LCB1,0.578148571,13.65,0,0.035465577,per_paid_score;int_rate2_score;grade_score;verification_status_score;annual_inc_score,-1,0,3,3,-2,-2,0,0,0,3,0,0,29,1.866169022,556,0.035465577
51456900,54866624,28000, 36 months,7.26%,A,10+ years,MORTGAGE,84855,VERIFIED - income source,Current,credit_card,Credit card refinancing,18.53,0,0,25891.8,90133LCB1,0.924707143,7.26,0,0.001223712,annual_inc_score;term_score;delinq_2yrs_score;dti_score;verification_status_score,-1,0,-20,-6,-2,-2,0,0,-1,3,0,0,-3,0,492,0.001223712
17714642,19847147,24000, 60 months,14.99%,C,4 years,RENT,91000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,23.51,0,1,19558.91,90133LCB1,0.814954583,14.99,0,0.030041151,int_rate2_score;per_paid_score;emp_length_score;home_ownership_score;grade_score,-1,0,8,3,4,3,0,0,0,3,0,0,7,1.332977873,552,0.030041151
